,,**,Adjust,CiscoScore,CurrentScore,Division,OverallPlace,PlayTime,ScoredImages,Server2016_cpxii_sf_gsms-**,Server2016_cpxii_sf_gsms-Found,Server2016_cpxii_sf_gsms-Penalties,Server2016_cpxii_sf_gsms-Remaining,Server2016_cpxii_sf_gsms-Score,Server2016_cpxii_sf_gsms-Time,State,StatePlace,TeamName,TeamNumber,Tier,TotalScore,Ubuntu16_cpxii_sf_psms-**,Ubuntu16_cpxii_sf_psms-Found,Ubuntu16_cpxii_sf_psms-Penalties,Ubuntu16_cpxii_sf_psms-Remaining,Ubuntu16_cpxii_sf_psms-Score,Ubuntu16_cpxii_sf_psms-Time,Win10_cpxii_sf_gsms-**,Win10_cpxii_sf_gsms-Found,Win10_cpxii_sf_gsms-Penalties,Win10_cpxii_sf_gsms-Remaining,Win10_cpxii_sf_gsms-Score,Win10_cpxii_sf_gsms-Time
261,261,,0.00,17.04,44.0,Middle School,261.0,05:53:57,3,,5,0,25,12, 5:52,HI,9.0,,12-0221,Middle School,61.04,,10,0,26,24, 5:50,,7,0,29,8, 5:50
262,262,,0.00,0.00,61.0,Middle School,262.0,05:08:00,3,,7,0,23,28, 5:06,LA,6.0,,12-3908,Middle School,61.00,,6,0,30,16, 5:08,,7,0,29,17, 5:06
263,263,,0.00,0.00,61.0,Middle School,263.0,05:52:56,3,,7,0,23,22, 5:52,WA,4.0,,12-0484,Middle School,61.00,,6,0,30,9, 5:33,,10,0,26,30, 5:36
264,264,,0.00,20.88,40.0,Middle School,264.0,05:58:55,3,,5,0,25,17, 5:56,CA,74.0,,12-2044,Middle School,60.88,,6,0,30,9, 5:53,,6,0,30,14, 5:54
265,265,,0.00,3.75,57.0,Middle School,265.0,05:32:56,3,,2,0,28,10, 4:48,CO,15.0,,12-3497,Middle School,60.75,,13,0,23,34, 5:32,,4,0,32,13, 5:21
266,266,,0.00,8.64,52.0,Middle School,266.0,05:36:02,3,,2,0,28,5, 5:35,FL,10.0,,12-0482,Middle School,60.64,,12,0,24,22, 5:28,,8,0,28,25, 5:33
267,267,,0.00,7.00,53.0,Middle School,267.0,05:36:57,3,,6,0,24,22, 4:32,OH,7.0,,12-6152,Middle School,60.00,,7,0,29,17, 5:36,,6,0,30,14, 5:03
268,268,,0.00,0.00,60.0,Middle School,268.0,05:44:53,3,,5,0,25,12, 5:41,AL,19.0,,12-0614,Middle School,60.00,,10,0,26,30, 5:43,,9,0,27,18, 4:25
269,269,,0.00,6.75,53.0,Middle School,269.0,04:09:56,3,,5,0,25,18, 4:09,CO,16.0,,12-4339,Middle School,59.75,,7,0,29,18, 3:58,,7,0,29,17, 3:55
270,270,,0.00,6.75,53.0,Middle School,270.0,05:57:00,3,,7,0,23,17, 5:56,GA,21.0,,12-6692,Middle School,59.75,,8,0,28,20, 5:35,,10,0,26,16, 5:56
271,271,,0.00,8.64,51.0,Middle School,271.0,05:20:02,3,,4,0,26,9, 5:03,LA,7.0,,12-1785,Middle School,59.64,,8,0,28,15, 5:19,,9,0,27,27, 5:12
272,272,,0.00,14.93,44.0,Middle School,272.0,05:41:56,3,,3,0,27,12, 3:54,CO,17.0,,12-1261,Middle School,58.93,,10,0,26,18, 5:34,,6,0,30,14, 3:56
273,273,,0.00,7.75,51.0,Middle School,273.0,03:37:57,3,,1,0,29,2, 3:37,CA,75.0,,12-0228,Middle School,58.75,,12,0,24,28, 3:33,,6,0,30,21, 3:37
274,274,,0.00,13.72,45.0,Middle School,274.0,05:46:00,3,,4,0,26,16, 5:45,TX,26.0,,12-1624,Middle School,58.72,,6,0,30,10, 5:44,,8,0,28,19, 5:45
275,275,,0.00,7.50,51.0,Middle School,275.0,05:04:57,3,,7,0,23,22, 5:03,TX,27.0,,12-4773,Middle School,58.50,,13,0,23,33, 5:03,,6,3,30,-4, 5:03
276,276,,0.00,0.00,58.0,Middle School,276.0,05:19:00,3,,1,0,29,2, 5:14,IN,2.0,,12-0142,Middle School,58.00,,18,0,18,41, 5:19,,5,0,31,15, 5:15
277,277,,0.00,0.00,58.0,Middle School,277.0,05:33:01,3,,4,1,26,10, 5:10,GA,22.0,LMS,12-3546,Middle School,58.00,,12,0,24,22, 5:33,,9,0,27,26, 5:31
278,278,,0.00,6.50,51.0,Middle School,278.0,05:55:57,3,,7,1,23,14, 5:54,AZ,3.0,,12-5711,Middle School,57.50,,5,0,31,15, 5:54,,14,0,22,22, 5:55
279,279,,0.00,7.25,50.0,Middle School,279.0,04:57:57,3,,7,1,23,23, 4:38,VA,11.0,,12-5310,Middle School,57.25,,5,0,31,14, 4:56,,5,0,31,13, 4:57
280,280,,0.00,16.08,41.0,Middle School,280.0,05:39:56,3,,1,0,29,8, 5:08,LA,8.0,,12-2815,Middle School,57.08,,8,0,28,21, 5:12,,5,0,31,12, 5:12
281,281,,0.00,9.00,48.0,Middle School,281.0,05:39:56,3,,6,0,24,19, 2:02,WV,3.0,,12-0784,Middle School,57.00,,1,0,35,8, 5:39,,6,0,30,21, 4:36
282,282,,0.00,9.25,47.0,Middle School,282.0,05:02:56,3,,6,0,24,19, 5:02,LA,9.0,,12-1531,Middle School,56.25,,5,0,31,12, 4:57,,8,0,28,16, 4:54
283,283,,0.00,0.00,56.0,Middle School,283.0,03:31:56,3,,5,0,25,18, 3:28,TX,28.0,,12-4070,Middle School,56.00,,7,0,29,12, 1:34,,9,0,27,26, 3:30
284,284,,0.00,6.00,50.0,Middle School,284.0,05:23:56,3,,4,2,26,0, 5:13,GA,23.0,GMS,12-0147,Middle School,56.00,,15,0,21,31, 5:09,,13,0,23,19, 5:12
285,285,,0.00,0.00,56.0,Middle School,285.0,05:44:04,3,,4,0,26,21, 3:52,CA,76.0,,12-3965,Middle School,56.00,,3,0,33,10, 1:41,,8,0,28,25, 5:44
286,286,,0.00,6.00,50.0,Middle School,286.0,05:36:56,3,,5,0,25,13, 3:23,CA,77.0,,12-2896,Middle School,56.00,,7,0,29,12, 5:24,,12,0,24,25, 5:34
287,287,,0.00,4.75,51.0,Middle School,287.0,05:34:56,3,,5,0,25,13, 5:14,TX,29.0,,12-1555,Middle School,55.75,,7,0,29,18, 5:33,,9,0,27,20, 5:34
288,288,,0.00,0.00,55.0,Middle School,288.0,04:47:56,3,,3,0,27,7, 4:34,PA,6.0,,12-0775,Middle School,55.00,,17,0,19,37, 4:46,,8,0,28,11, 4:00
289,289,,0.00,7.75,47.0,Middle School,289.0,05:59:01,3,,8,0,22,26, 5:56,OK,2.0,,12-0018,Middle School,54.75,,6,0,30,11, 5:58,,6,0,30,10, 5:56
290,290,,0.00,5.25,49.0,Middle School,290.0,05:27:00,3,,4,0,26,10, 5:26,FL,11.0,,12-0528,Middle School,54.25,,13,0,23,24, 5:26,,7,0,29,15, 5:25
291,291,,0.00,0.00,54.0,Middle School,291.0,04:46:59,3,,4,0,26,15, 4:46,AL,20.0,,12-0924,Middle School,54.00,,11,0,25,19, 4:46,,9,1,27,20, 4:45
292,292,,0.00,6.00,48.0,Middle School,292.0,05:48:01,3,,4,0,26,17, 5:46,MI,6.0,,12-1040,Middle School,54.00,,4,0,32,6, 5:14,,9,0,27,25, 5:42
293,293,,0.00,11.94,42.0,Middle School,293.0,04:55:01,3,,6,0,24,13, 4:54,FL,12.0,,12-3220,Middle School,53.94,,7,0,29,13, 4:53,,6,0,30,16, 4:53
294,294,,0.00,4.50,49.0,Middle School,294.0,05:55:57,3,,7,0,23,18, 5:55,KS,2.0,,12-3568,Middle School,53.50,,4,0,32,6, 5:55,,12,0,24,25, 5:50
295,295,,0.00,9.00,44.0,Middle School,295.0,05:15:01,3,,4,0,26,9, 5:08,CO,18.0,,12-5145,Middle School,53.00,,7,0,29,12, 5:15,,8,0,28,23, 5:13
296,296,,0.00,0.00,53.0,Middle School,296.0,05:47:59,3,,6,0,24,27, 5:28,TX,30.0,,12-6242,Middle School,53.00,,10,0,26,18, 5:47,,6,0,30,8, 5:38
297,297,,0.00,7.00,46.0,Middle School,297.0,05:55:00,3,,4,1,26,11, 5:42,MD,9.0,,12-5297,Middle School,53.00,,8,0,28,14, 5:55,,6,0,30,21, 5:41
298,298,,0.00,4.75,48.0,Middle School,298.0,05:44:56,3,,3,0,27,6, 3:22,CA,78.0,,12-2045,Middle School,52.75,,11,0,25,33, 5:41,,6,0,30,9, 5:35
299,299,,0.00,8.02,44.0,Middle School,299.0,05:38:56,3,,4,0,26,16, 5:28,CA,79.0,,12-1050,Middle School,52.02,,8,0,28,14, 5:30,,5,0,31,14, 5:30
300,300,,0.00,0.00,51.0,Middle School,300.0,02:10:01,3,,8,0,22,20, 2:06,OH,8.0,,12-1189,Middle School,51.00,,9,0,27,15, 1:58,,6,0,30,16, 2:09
301,301,,0.00,7.75,43.0,Middle School,301.0,05:53:56,3,,4,0,26,10, 5:47,CA,80.0,,12-5076,Middle School,50.75,,9,0,27,21, 5:53,,5,0,31,12, 5:47
302,302,,0.00,6.75,44.0,Middle School,302.0,05:41:56,3,,4,0,26,15, 2:49,LA,10.0,,12-5441,Middle School,50.75,,7,0,29,16, 5:40,,6,0,30,13, 5:41
303,303,,0.00,11.56,39.0,Middle School,303.0,05:36:59,3,,9,0,21,25, 5:36,LA,11.0,,12-2816,Middle School,50.56,,3,1,33,0, 5:36,,7,0,29,14, 4:30
304,304,,0.00,4.50,46.0,Middle School,304.0,04:29:59,3,,5,0,25,12, 4:28,CA,81.0,,12-1001,Middle School,50.50,,10,0,26,18, 4:27,,6,0,30,16, 4:28
305,305,,0.00,2.25,48.0,Middle School,305.0,05:51:55,3,,4,0,26,16, 5:51,TX,31.0,,12-2167,Middle School,50.25,,4,0,32,12, 5:51,,10,0,26,20, 5:50
306,306,,0.00,0.00,50.0,Middle School,306.0,04:34:33,3,,9,0,21,31, 4:34,FL,13.0,,12-3999,Middle School,50.00,,2,0,34,3, 1:02,,6,0,30,16, 2:35
307,307,,0.00,3.75,46.0,Middle School,307.0,04:38:00,3,,4,0,26,10, 4:37,SC,5.0,,12-6203,Middle School,49.75,,12,0,24,29, 4:36,,6,0,30,7, 4:27
308,308,,0.00,8.50,41.0,Middle School,308.0,05:30:56,3,,7,0,23,27, 5:28,NJ,4.0,,12-5042,Middle School,49.50,,3,0,33,4, 4:47,,3,0,33,10, 4:48
309,309,,0.00,6.39,43.0,Middle School,309.0,05:39:59,3,,4,0,26,10, 5:38,FL,14.0,,12-3354,Middle School,49.39,,9,0,27,16, 5:39,,7,0,29,17, 5:38
310,310,,0.00,8.16,41.0,Middle School,310.0,05:25:59,3,,5,0,25,11, 5:24,GA,24.0,CMS,12-1602,Middle School,49.16,,4,0,32,12, 5:25,,9,0,27,18, 5:25
311,311,,0.00,21.13,28.0,Middle School,311.0,04:19:00,3,,2,0,28,4, 4:16,CO,19.0,,12-3040,Middle School,49.13,,6,0,30,16, 4:19,,6,0,30,8, 3:36
312,312,,0.00,18.68,30.0,Middle School,312.0,05:54:58,3,,5,0,25,17, 5:49,TX,32.0,,12-3482,Middle School,48.68,,5,0,31,7, 5:54,,4,1,32,6, 5:47
313,313,,0.00,9.39,39.0,Middle School,313.0,05:54:01,3,,4,0,26,10, 5:52,MN,4.0,,12-2549,Middle School,48.39,,10,0,26,21, 5:53,,5,0,31,8, 5:52
314,314,,0.00,0.00,48.0,Middle School,314.0,05:57:58,3,,3,0,27,7, 5:56,HI,10.0,,12-5099,Middle School,48.00,,10,1,26,26, 4:57,,5,0,31,15, 5:53
315,315,,0.00,2.75,45.0,Middle School,315.0,05:46:56,3,,1,0,29,8, 5:44,MI,7.0,,12-5741,Middle School,47.75,,1,0,35,8, 5:43,,7,0,29,29, 5:46
316,316,,0.00,5.75,42.0,Middle School,316.0,04:28:56,3,,2,0,28,5, 4:28,HI,11.0,,12-5640,Middle School,47.75,,7,0,29,16, 4:24,,9,0,27,21, 4:24
317,317,,0.00,6.50,41.0,Middle School,317.0,05:56:55,3,,6,0,24,16, 5:56,TX,33.0,,12-3986,Middle School,47.50,,5,0,31,8, 5:51,,10,0,26,17, 4:17
318,318,,0.00,17.31,30.0,Middle School,318.0,05:32:57,3,,3,0,27,12, 5:11,HI,12.0,,12-0474,Middle School,47.31,,3,0,33,4, 5:32,,6,0,30,14, 5:32
319,319,,0.00,0.00,47.0,Middle School,319.0,04:23:56,3,,7,0,23,23, 4:23,NJ,5.0,,12-3084,Middle School,47.00,,8,0,28,14, 4:06,,7,0,29,10, 4:08
320,320,,0.00,0.00,47.0,Middle School,320.0,05:55:58,3,,3,0,27,12, 5:54,TX,34.0,,12-5401,Middle School,47.00,,14,0,22,31, 5:55,,3,0,33,4, 5:54
321,321,,0.00,7.00,40.0,Middle School,321.0,05:49:56,3,,6,0,24,21, 5:49,TX,35.0,,12-6225,Middle School,47.00,,7,0,29,13, 5:47,,4,1,32,6, 5:46
322,322,,0.00,8.75,38.0,Middle School,322.0,05:53:01,3,,4,1,26,4, 4:00,TX,36.0,,12-3991,Middle School,46.75,,8,0,28,20, 5:53,,6,0,30,14, 4:56
323,323,,0.00,3.50,43.0,Middle School,323.0,04:29:00,3,,6,0,24,20, 4:28,CA,82.0,,12-0998,Middle School,46.50,,5,0,31,8, 4:27,,6,0,30,15, 4:28
324,324,,0.00,9.37,37.0,Middle School,324.0,05:53:59,3,,3,0,27,13, 5:53,AZ,4.0,,12-1578,Middle School,46.37,,5,0,31,8, 5:53,,7,0,29,16, 5:53
325,325,,0.00,7.25,39.0,Middle School,325.0,05:51:00,3,,3,0,27,9, 5:14,AZ,5.0,,12-5714,Middle School,46.25,,4,0,32,14, 5:51,,6,0,30,16, 5:50
326,326,,0.00,6.00,40.0,Middle School,326.0,03:13:59,3,,1,0,29,2, 3:04,VA,12.0,,12-3147,Middle School,46.00,,2,0,34,3, 3:13,,11,0,25,35, 3:06
327,327,,0.00,4.00,42.0,Middle School,327.0,05:12:55,3,,5,0,25,17, 4:54,GA,25.0,GMS,12-0154,Middle School,46.00,,5,0,31,7, 4:35,,8,0,28,18, 4:47
328,328,,0.00,0.00,46.0,Middle School,328.0,05:22:58,3,,2,0,28,16, 5:16,CA,83.0,,12-1660,Middle School,46.00,,9,0,27,21, 5:22,,6,0,30,9, 5:15
329,329,,0.00,0.00,46.0,Middle School,329.0,05:36:56,3,,5,0,25,23, 5:36,AL,21.0,,12-2315,Middle School,46.00,,5,0,31,14, 5:34,,2,0,34,9, 5:32
330,330,,0.00,3.75,42.0,Middle School,330.0,05:39:57,3,,6,0,24,14, 5:05,CO,20.0,,12-5144,Middle School,45.75,,13,1,23,23, 5:39,,4,0,32,5, 4:22
331,331,,0.00,6.50,39.0,Middle School,331.0,04:47:56,3,,4,0,26,11, 4:42,NC,3.0,,12-5300,Middle School,45.50,,6,0,30,17, 4:36,,7,0,29,11, 4:47
332,332,,0.00,7.50,38.0,Middle School,332.0,05:44:59,3,,5,0,25,17, 5:43,FL,15.0,,12-4091,Middle School,45.50,,4,0,32,6, 5:44,,7,0,29,15, 5:44
333,333,,0.00,9.42,36.0,Middle School,333.0,04:42:56,3,,5,0,25,13, 4:39,AL,22.0,,12-0732,Middle School,45.42,,4,0,32,6, 4:38,,7,0,29,17, 4:42
334,334,,0.00,5.25,40.0,Middle School,334.0,05:05:00,3,,4,0,26,21, 3:51,TX,37.0,,12-1619,Middle School,45.25,,7,0,29,18, 5:05,,4,1,32,1, 4:01
335,335,,0.00,0.00,45.0,Middle School,335.0,03:35:08,3,,4,0,26,10, 2:30,TN,2.0,,12-2781,Middle School,45.00,,12,0,24,21, 3:24,,6,0,30,14, 3:21
336,336,,0.00,4.98,40.0,Middle School,336.0,05:56:56,3,,6,0,24,15, 5:56,AZ,6.0,,12-0727,Middle School,44.98,,9,0,27,17, 5:51,,6,0,30,8, 5:56
337,337,,0.00,8.00,36.0,Middle School,337.0,05:39:56,3,,3,0,27,7, 5:39,CAN,4.0,,12-0703,Middle School,44.00,,7,0,29,16, 5:34,,5,0,31,13, 5:38
338,338,,0.00,0.00,44.0,Middle School,338.0,05:04:01,3,,5,0,25,11, 5:01,CO,21.0,,12-1060,Middle School,44.00,,11,0,25,19, 5:00,,6,0,30,14, 4:58
339,339,,0.00,0.00,44.0,Middle School,339.0,05:56:56,3,,5,0,25,12, 5:53,TX,38.0,,12-1690,Middle School,44.00,,5,0,31,20, 5:54,,8,1,28,12, 5:56
340,340,,0.00,17.90,26.0,Middle School,340.0,05:45:56,3,,2,0,28,6, 5:45,TX,39.0,,12-1629,Middle School,43.90,,7,0,29,12, 5:44,,5,1,31,8, 5:43
341,341,,0.00,6.75,37.0,Middle School,341.0,04:48:56,3,,2,0,28,10, 4:26,CO,22.0,,12-6069,Middle School,43.75,,3,0,33,6, 4:09,,6,0,30,21, 4:48
342,342,,0.00,6.75,37.0,Middle School,342.0,05:59:01,3,,4,0,26,11, 5:55,GA,26.0,,12-2685,Middle School,43.75,,4,0,32,7, 5:56,,9,0,27,19, 5:51
343,343,,0.00,7.50,36.0,Middle School,343.0,04:43:57,3,,0,0,30,0, 4:43,CO,23.0,,12-5134,Middle School,43.50,,3,0,33,4, 4:43,,9,0,27,32, 4:32
344,344,,0.00,0.00,43.0,Middle School,344.0,05:34:59,3,,6,0,24,19, 4:41,CT,2.0,,12-4037,Middle School,43.00,,5,0,31,15, 5:34,,6,0,30,9, 5:09
345,345,,0.00,4.75,38.0,Middle School,345.0,05:50:59,3,,2,0,28,5, 5:50,KS,3.0,,12-3569,Middle School,42.75,,15,0,21,27, 5:50,,5,0,31,6, 5:47
346,346,,0.00,6.50,36.0,Middle School,346.0,05:39:59,3,,4,0,26,8, 5:38,FL,16.0,,12-5125,Middle School,42.50,,5,0,31,8, 5:39,,9,0,27,20, 5:38
347,347,,0.00,8.50,34.0,Middle School,347.0,05:29:55,3,,4,0,26,14, 5:01,SC,6.0,,12-4919,Middle School,42.50,,4,0,32,6, 5:06,,6,0,30,14, 5:28
348,348,,0.00,3.25,39.0,Middle School,348.0,05:31:56,3,,3,0,27,6, 2:35,CA,84.0,,12-6442,Middle School,42.25,,7,0,29,15, 5:16,,8,0,28,18, 5:18
349,349,,0.00,8.00,34.0,Middle School,349.0,05:26:56,3,,4,0,26,15, 5:19,GA,27.0,CMS,12-3503,Middle School,42.00,,3,0,33,4, 5:23,,7,0,29,15, 5:26
350,350,,0.00,0.00,42.0,Middle School,350.0,05:33:56,3,,3,0,27,12, 5:31,OH,9.0,,12-2576,Middle School,42.00,,12,0,24,22, 5:29,,5,0,31,8, 5:33
351,351,,0.00,0.00,42.0,Middle School,351.0,05:32:57,3,,3,0,27,19, 5:32,CA,85.0,,12-4647,Middle School,42.00,,1,0,35,8, 2:08,,5,1,31,15, 5:31
352,352,,0.00,3.75,38.0,Middle School,352.0,05:46:59,1,,,,,,,CA,86.0,,12-6751,Middle School,41.75,,16,0,20,38, 5:46,,,,,,
353,353,,0.00,3.75,37.0,Middle School,353.0,05:13:01,3,,3,0,27,7, 5:02,CO,24.0,,12-3657,Middle School,40.75,,3,0,33,4, 5:11,,9,0,27,26, 5:04
354,354,,0.00,12.56,28.0,Middle School,354.0,05:14:55,3,,1,0,29,2, 5:11,CO,25.0,,12-1356,Middle School,40.56,,12,0,24,28, 4:41,,3,1,33,-2, 4:40
355,355,,0.00,3.50,37.0,Middle School,355.0,05:40:55,3,,3,0,27,14, 5:40,CA,87.0,,12-5077,Middle School,40.50,,7,0,29,13, 5:39,,3,0,33,10, 5:38
356,356,,0.00,11.48,29.0,Middle School,356.0,02:09:56,3,,2,0,28,5, 1:36,IL,2.0,,12-4076,Middle School,40.48,,10,0,26,17, 2:02,,6,0,30,7, 2:08
357,357,,0.00,1.39,39.0,Middle School,357.0,05:59:00,3,,4,0,26,9, 5:23,TX,40.0,,12-3992,Middle School,40.39,,15,1,21,24, 5:59,,5,0,31,6, 5:48
358,358,,0.00,7.38,33.0,Middle School,358.0,05:32:56,3,,4,0,26,11, 5:29,GA,28.0,,12-0877,Middle School,40.38,,4,0,32,6, 5:31,,6,0,30,16, 5:30
359,359,,0.00,0.00,40.0,Middle School,359.0,02:59:00,3,,3,0,27,14, 2:13,TN,3.0,,12-4964,Middle School,40.00,,0,0,36,0, 0:18,,9,0,27,26, 2:01
360,360,,0.00,8.76,31.0,Middle School,360.0,04:28:48,3,,2,0,28,4, 1:11,NV,4.0,,12-0234,Middle School,39.76,,4,0,32,6, 2:04,,11,0,25,21, 4:28
361,361,,0.00,7.68,32.0,Middle School,361.0,05:19:59,3,,2,0,28,5, 5:04,SC,7.0,,12-3009,Middle School,39.68,,11,0,25,25, 5:19,,2,0,34,2, 5:03
362,362,,0.00,0.00,39.0,Middle School,362.0,03:43:56,3,,3,0,27,7, 1:40,ID,2.0,,12-2705,Middle School,39.00,,4,0,32,6, 1:44,,10,0,26,26, 3:42
363,363,,0.00,7.75,31.0,Middle School,363.0,05:36:01,3,,2,0,28,5, 5:34,CAN,5.0,,12-6425,Middle School,38.75,,5,0,31,8, 5:36,,8,0,28,18, 5:31
364,364,,0.00,0.00,38.0,Middle School,364.0,05:30:56,3,,5,1,25,12, 5:30,HI,13.0,,12-5098,Middle School,38.00,,8,0,28,16, 5:00,,7,0,29,10, 5:01
365,365,,0.00,9.92,28.0,Middle School,365.0,05:25:56,3,,3,0,27,8, 2:25,MI,8.0,,12-4906,Middle School,37.92,,4,0,32,6, 5:22,,5,0,31,14, 4:10
366,366,,0.00,0.00,37.0,Middle School,366.0,05:59:03,3,,3,0,27,13, 3:43,FL,17.0,,12-6270,Middle School,37.00,,3,0,33,4, 2:08,,6,0,30,20, 2:49
367,367,,0.00,4.00,33.0,Middle School,367.0,05:41:56,3,,4,0,26,9, 5:34,KS,4.0,,12-5148,Middle School,37.00,,9,0,27,16, 5:38,,6,0,30,8, 5:41
368,368,,0.00,0.00,36.0,Middle School,368.0,04:05:02,3,,2,0,28,6, 4:02,NJ,6.0,,12-1698,Middle School,36.00,,12,0,24,21, 4:03,,7,0,29,9, 4:04
369,369,,0.00,9.00,27.0,Middle School,369.0,04:54:57,3,,2,0,28,4, 0:46,CA,88.0,,12-3456,Middle School,36.00,,5,0,31,8, 1:45,,7,0,29,15, 2:15
370,370,,0.00,0.00,36.0,Middle School,370.0,05:46:56,2,,6,0,24,24, 5:02,SC,8.0,,12-4603,Middle School,36.00,,,,,,,,4,0,32,12, 5:46
371,371,,0.00,10.95,25.0,Middle School,371.0,05:45:01,3,,4,0,26,15, 5:44,TX,41.0,,12-1631,Middle School,35.95,,3,0,33,4, 5:44,,5,0,31,6, 5:44
372,372,,0.00,0.00,35.0,Middle School,372.0,05:56:02,3,,8,0,22,23, 5:54,CA,89.0,,12-4658,Middle School,35.00,,2,1,34,-2, 5:56,,9,0,27,14, 5:40
373,373,,0.00,0.00,35.0,Middle School,373.0,05:31:00,2,,,,,,,FL,18.0,,12-6340,Middle School,35.00,,14,0,22,31, 5:31,,3,0,33,4, 5:30
374,374,,0.00,6.00,28.0,Middle School,374.0,05:58:59,3,,4,0,26,11, 5:58,OK,3.0,,12-0016,Middle School,34.00,,3,0,33,6, 5:42,,8,0,28,11, 5:55
375,375,,0.00,3.25,30.0,Middle School,375.0,05:32:00,3,,4,0,26,9, 5:27,FL,19.0,,12-0481,Middle School,33.25,,4,0,32,6, 5:32,,7,0,29,15, 5:30
376,376,,0.00,0.00,33.0,Middle School,376.0,03:33:00,3,,3,0,27,13, 3:22,CA,90.0,,12-1920,Middle School,33.00,,1,0,35,1, 3:30,,5,0,31,19, 3:32
377,377,,0.00,7.00,25.0,Middle School,377.0,03:38:56,3,,3,1,27,3, 3:38,CO,26.0,,12-3176,Middle School,32.00,,1,0,35,2, 3:02,,7,0,29,20, 3:38
378,378,,0.00,0.00,32.0,Middle School,378.0,05:55:01,3,,4,0,26,15, 5:52,CA,91.0,,12-4660,Middle School,32.00,,2,0,34,3, 5:55,,6,0,30,14, 5:53
379,379,T,-3.00,5.00,30.0,Middle School,379.0,06:08:01,3,,5,0,25,13, 5:45,UT,3.0,,12-5320,Middle School,32.00,,6,0,30,10, 5:55,,6,0,30,7, 5:20
380,380,,0.00,6.75,25.0,Middle School,380.0,05:18:13,3,,4,0,26,11, 5:17,CO,27.0,,12-5128,Middle School,31.75,,2,0,34,3, 5:03,,3,0,33,11, 5:02
381,381,,0.00,6.00,25.0,Middle School,381.0,03:24:01,3,,4,0,26,9, 2:57,CO,28.0,,12-5129,Middle School,31.00,,6,0,30,10, 3:21,,5,0,31,6, 2:39
382,382,,0.00,4.75,26.0,Middle School,382.0,03:49:09,3,,3,0,27,6, 3:34,CAN,6.0,,12-2246,Middle School,30.75,,3,0,33,5, 3:21,,6,0,30,15, 3:47
383,383,,0.00,0.00,30.0,Middle School,383.0,05:12:01,3,,0,0,30,0, 4:58,CO,29.0,,12-3660,Middle School,30.00,,6,0,30,9, 5:12,,6,0,30,21, 5:01
384,384,,0.00,7.75,22.0,Middle School,384.0,05:52:57,3,,3,0,27,8, 5:52,CA,92.0,,12-4668,Middle School,29.75,,0,0,36,0, 4:38,,6,0,30,14, 5:51
385,385,,0.00,5.25,24.0,Middle School,385.0,05:36:18,3,,3,0,27,7, 5:29,CO,30.0,,12-3826,Middle School,29.25,,2,1,34,3, 5:36,,6,0,30,14, 5:28
386,386,,0.00,0.00,29.0,Middle School,386.0,05:09:13,3,,2,0,28,5, 5:05,GA,29.0,Code Red,12-1309,Middle School,29.00,,9,0,27,16, 5:07,,6,0,30,8, 5:02
387,387,,0.00,6.75,22.0,Middle School,387.0,03:49:57,3,,1,0,29,3, 2:31,CA,93.0,,12-4669,Middle School,28.75,,4,0,32,8, 3:01,,3,0,33,11, 3:49
388,388,,0.00,0.00,28.0,Middle School,388.0,04:25:56,3,,4,0,26,11, 4:23,NJ,7.0,,12-3085,Middle School,28.00,,3,0,33,10, 4:05,,5,0,31,7, 3:56
389,389,,0.00,0.00,27.0,Middle School,389.0,02:39:58,3,,5,0,25,12, 2:35,NJ,8.0,,12-5514,Middle School,27.00,,3,0,33,5, 2:38,,6,1,30,10, 2:38
390,390,,0.00,0.00,27.0,Middle School,390.0,05:34:01,3,,2,0,28,5, 5:32,HI,14.0,,12-2027,Middle School,27.00,,5,0,31,13, 5:33,,6,0,30,9, 5:31
391,391,T,-3.00,0.00,30.0,Middle School,391.0,06:00:56,3,,7,0,23,23, 5:41,TN,4.0,,12-3348,Middle School,27.00,,4,0,32,6, 5:34,,4,1,32,1, 5:48
392,392,,0.00,0.00,26.0,Middle School,392.0,04:36:58,2,,,,,,,CO,31.0,,12-1782,Middle School,26.00,,8,0,28,16, 4:19,,7,0,29,10, 4:35
393,393,,0.00,0.00,26.0,Middle School,393.0,04:39:57,3,,4,1,26,7, 4:18,TN,5.0,,12-2780,Middle School,26.00,,3,0,33,4, 4:35,,5,0,31,15, 4:39
394,394,,0.00,14.94,11.0,Middle School,394.0,03:16:00,3,,2,0,28,4, 3:15,CA,94.0,,12-1596,Middle School,25.94,,4,0,32,6, 2:57,,5,1,31,1, 2:50
395,395,,0.00,1.75,24.0,Middle School,395.0,05:52:55,3,,5,1,25,14, 5:23,CO,32.0,,12-4340,Middle School,25.75,,2,0,34,4, 4:06,,5,0,31,6, 5:25
396,396,,0.00,0.00,25.0,Middle School,396.0,02:07:57,3,,4,0,26,10, 2:07,CA,95.0,,12-0806,Middle School,25.00,,0,0,36,0, 2:05,,7,0,29,15, 2:03
397,397,,0.00,0.00,24.0,Middle School,397.0,04:07:58,3,,2,0,28,5, 4:07,OH,10.0,,12-1190,Middle School,24.00,,5,0,31,10, 1:31,,6,0,30,9, 4:07
398,398,,0.00,0.00,24.0,Middle School,398.0,05:57:57,3,,4,1,26,9, 5:23,AL,23.0,,12-1353,Middle School,24.00,,5,0,31,14, 5:52,,4,2,32,1, 5:56
